track_id,track_name,artist,album,minutes_played,ts,date,hour,minute,second
5TSdmGbr7sukSOzMO0ocZu,Eyes Wide Shut,ILLENIUM,Eyes Wide Shut,2.53885,2024-12-05 12:13:10+00:00,2024-12-05,12,13,10
7LR85XLWw2yXqKBSI5brbG,Run This Town,JAY-Z,The Blueprint 3,3.0154,2024-12-05 12:18:17+00:00,2024-12-05,12,18,17
2Y6U158gVXfvqNWOLdis0R,L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT],Billie Eilish,L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT],0.0,2024-12-05 12:18:18+00:00,2024-12-05,12,18,18
2Y6U158gVXfvqNWOLdis0R,L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT],Billie Eilish,L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT],0.0871,2024-12-05 12:18:26+00:00,2024-12-05,12,18,26
5PJGHWUYq7MZSadqdBGb3n,Habits (Stay High),Tove Lo,Queen Of The Clouds: X,0.09776666666666667,2024-12-05 12:18:32+00:00,2024-12-05,12,18,32
51DXwluqCo7bx4QAFuGoEm,No One Dies From Love,Tove Lo,Dirt Femme,0.04835,2024-12-05 12:18:34+00:00,2024-12-05,12,18,34
7FdDBpqrdpWtdAromLpv4V,Eusexua,FKA twigs,Eusexua,0.0615,2024-12-05 12:18:38+00:00,2024-12-05,12,18,38
5ZLfgxU8yDwwMQXA2OSFlb,Perfect Stranger,FKA twigs,Perfect Stranger,0.08141666666666666,2024-12-05 12:18:43+00:00,2024-12-05,12,18,43
5IgjP7X4th6nMNDh4akUHb,Under The Influence,Chris Brown,Indigo (Extended),0.04691666666666667,2024-12-05 12:19:18+00:00,2024-12-05,12,19,18
56fiFTRrSiHHH3gBeaTg2P,Nero Forte,Slipknot,We Are Not Your Kind,0.3683666666666667,2024-12-05 12:19:40+00:00,2024-12-05,12,19,40
5NeIONQWJ25uPylJBJiO4c,Through Glass,Stone Sour,Come What(ever) May,1.5377666666666667,2024-12-05 12:21:12+00:00,2024-12-05,12,21,12
02dRkCEc8Q5ch4TTcnLxOn,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,Late Night Feelings,0.96035,2024-12-05 12:22:10+00:00,2024-12-05,12,22,10
1GTqOaoThQ64CQyk4MfiWy,Tiro Al Aire,Samuraï,Tiro Al Aire,0.18736666666666665,2024-12-05 12:22:21+00:00,2024-12-05,12,22,21
5khstMoke8CiGc3K7Ln4RS,Lo Que Vivimos,Samuraï,El Silencio Del Ruido,0.3776,2024-12-05 12:22:44+00:00,2024-12-05,12,22,44
3bwK0L4oV5UYgNtWWlX2PR,En El Aire,Samuraï,El Silencio Del Ruido,0.13901666666666668,2024-12-05 12:22:53+00:00,2024-12-05,12,22,53
4tCPPa2uxiViLbr1yvhms5,En Los Espejos,Samuraï,El Silencio Del Ruido,0.3345666666666667,2024-12-05 12:23:13+00:00,2024-12-05,12,23,13
7fHLFWev7VzWeqUg4fibDs,Por Si Mañana No Estoy,Samuraï,El Silencio Del Ruido,0.08105,2024-12-05 12:23:18+00:00,2024-12-05,12,23,18
7sOnyiXHWNvCJ9XF6uCZDK,Corazón Quemado,Samuraï,El Silencio Del Ruido,0.43555,2024-12-05 12:23:44+00:00,2024-12-05,12,23,44
2mYlSgPvC5Np4mDg9DU5Mc,CARITA TRISTE,Ana Mena,CARITA TRISTE,2.9216,2024-12-05 12:26:38+00:00,2024-12-05,12,26,38
6KHxe3Yj8W8oq3zviUvJRe,Madrid City,Ana Mena,Madrid City,0.2704166666666667,2024-12-05 12:26:56+00:00,2024-12-05,12,26,56
33QFPz0mbpRN60CQ69V8Xc,MEAN STREETS,Dj Mad Dog,The Bones Collection,0.17918333333333333,2024-12-05 12:27:07+00:00,2024-12-05,12,27,7
2SYurUBnKRFobADxclh1RA,Fade To Black,Dj Mad Dog,Fade To Black,0.8149333333333333,2024-12-05 12:27:56+00:00,2024-12-05,12,27,56
6dSWJAPcVBn8TPrKqla5LA,Xtreme Audio - Official Thunderdome 2023 Anthem,Dj Mad Dog,Xtreme Audio,0.09491666666666666,2024-12-05 12:28:02+00:00,2024-12-05,12,28,2
33QFPz0mbpRN60CQ69V8Xc,MEAN STREETS,Dj Mad Dog,The Bones Collection,0.017766666666666667,2024-12-05 12:28:03+00:00,2024-12-05,12,28,3
3IZEm5D9dfH8wbrzOT6t5S,Reset,Dj Mad Dog,The Fragments Collection,0.16888333333333333,2024-12-05 12:28:13+00:00,2024-12-05,12,28,13
1kyZJ2ZFMTzBKyy5deshFX,Toxic,OGUZ,Dam Square Dance Trax LV. 1,0.13651666666666668,2024-12-05 12:28:21+00:00,2024-12-05,12,28,21
1MWIbl57FGTaaR5utmIMuW,Energy 1996,Dj Mad Dog,DOWNTEMPO,0.08533333333333333,2024-12-05 12:28:27+00:00,2024-12-05,12,28,27
63DQEFNTdsdoWOwWwN3l31,You Belong,Dj Mad Dog,DOWNTEMPO,0.08853333333333334,2024-12-05 12:28:32+00:00,2024-12-05,12,28,32
4L31orDoQcctQI6vHauYqK,You Still Don't Belong,Dj Mad Dog,DOWNTEMPO,0.19875,2024-12-05 12:28:44+00:00,2024-12-05,12,28,44
1MWIbl57FGTaaR5utmIMuW,Energy 1996,Dj Mad Dog,DOWNTEMPO,0.49671666666666664,2024-12-05 12:29:14+00:00,2024-12-05,12,29,14
3Vr6ZtUCuhBXvWIWuOsIXB,I Don't Give A Fuck About - Radio Edit,Dj Mad Dog,Till I Die Vol.1,0.05333333333333334,2024-12-05 12:29:17+00:00,2024-12-05,12,29,17
2g7JWyqkMEyFxq770ByNk5,Bring The Hardcore - Radio Edit,Dj Mad Dog,Till I Die Vol.1,0.023466666666666667,2024-12-05 12:29:19+00:00,2024-12-05,12,29,19
0xgnOG3spJyQjZ4sw2S6p3,Drugs Sex and Power - Radio Edit,Dj Mad Dog,Till I Die Vol.1,0.02275,2024-12-05 12:29:20+00:00,2024-12-05,12,29,20
7wDEiob7HHr0EYwV24MH78,That's The Sound - Radio Edit,Dj Mad Dog,Till I Die Vol.1,0.034133333333333335,2024-12-05 12:29:22+00:00,2024-12-05,12,29,22
5mTTOfnHcOOqgFRQ2r3yL1,Dogfight - Radio Edit,Dj Mad Dog,Till I Die Vol.1,0.015633333333333332,2024-12-05 12:29:23+00:00,2024-12-05,12,29,23
0W718GeUYzY6XzWbclhimU,Fuck That Shit - Radio Edit,Dj Mad Dog,Till I Die Vol.1,0.024166666666666666,2024-12-05 12:29:25+00:00,2024-12-05,12,29,25
6ya7xronI0bn2rUSuKjPcz,The Kraken - Radio Edit,Dj Mad Dog,Till I Die Vol.1,0.014216666666666667,2024-12-05 12:29:26+00:00,2024-12-05,12,29,26
0Lj3wlT5perYPGJTbKBoAo,Wait And Bleed - Radio Edit,Dj Mad Dog,Till I Die Vol.1,0.9148333333333334,2024-12-05 12:30:21+00:00,2024-12-05,12,30,21
2OhgWGIli0P1BdyLk4TRlr,The Beat,Dj Mad Dog,The Bones Collection,0.13261666666666666,2024-12-05 12:30:48+00:00,2024-12-05,12,30,48
5y48EWrjHhxOTbkifwNVwj,Venom,Fantasm,Venom,0.42025,2024-12-05 12:31:14+00:00,2024-12-05,12,31,14
20XCufhlYrk2kKL3EaEOy9,Sweet Dreams,Paolo Ferrara,Sweet Dreams,0.20195,2024-12-05 12:31:26+00:00,2024-12-05,12,31,26
3f6LpfaDNDy7gtYZFHg5Km,Duality,Paolo Ferrara,Duality,0.33421666666666666,2024-12-05 12:31:46+00:00,2024-12-05,12,31,46
04vkplDdDruRUhTgVDo0jJ,Last Resort - Denis Dekay Remix,Paolo Ferrara,Last Resort,0.4295,2024-12-05 12:32:12+00:00,2024-12-05,12,32,12
554XFYsSA7ZvSudeEOPyCy,This Is Technometal,Lorenzo Raganzini,This Is Technometal,0.3655,2024-12-05 12:32:34+00:00,2024-12-05,12,32,34
7KtjQeXbkDhsVzvQFPTovV,Killz Billz,Paolo Ferrara,Anarock 19,0.05901666666666667,2024-12-05 12:32:38+00:00,2024-12-05,12,32,38
3Y8iqyZpVxaHoeRboAugFw,Breath,Paolo Ferrara,Anarock 19,0.08816666666666667,2024-12-05 12:32:43+00:00,2024-12-05,12,32,43
5pOmeHH9f2Cq2yl2lZcmC8,Chernobyl,Paolo Ferrara,Anarock 19,0.40281666666666666,2024-12-05 12:33:08+00:00,2024-12-05,12,33,8
0K8J1mvkE0uS4e2ccdZ3JV,Running up That Hill,Paolo Ferrara,Running up That Hill,0.2663,2024-12-05 12:33:24+00:00,2024-12-05,12,33,24
5AJjwHmNrNsEA9Bo467CDm,Born Slippy (Trainspotting),Lorenzo Raganzini,Born Slippy (Trainspotting),0.06328333333333333,2024-12-05 12:33:29+00:00,2024-12-05,12,33,29
2oPoCGTbvlPXzfpevHycJZ,Raving in Paris - Nico Moreno Remix,Paolo Ferrara,Omala Kcohs,0.40605,2024-12-05 12:33:53+00:00,2024-12-05,12,33,53
3Ib7mOil3DZcczdHUb1wg4,In the End,Paolo Ferrara,In the End,0.704,2024-12-05 12:34:36+00:00,2024-12-05,12,34,36
6dFV1UraUr4ePNoeXwies4,Aerials - A*S*Y*S Remix,Lorenzo Raganzini,Aerials,0.12373333333333333,2024-12-05 12:34:43+00:00,2024-12-05,12,34,43
1CvJIZ2EnobOa9xs77UXLl,Aerials - Marco Leckbert Remix,Lorenzo Raganzini,Aerials,0.7203666666666667,2024-12-05 12:35:27+00:00,2024-12-05,12,35,27
6dFV1UraUr4ePNoeXwies4,Aerials - A*S*Y*S Remix,Lorenzo Raganzini,Aerials,0.6094333333333334,2024-12-05 12:36:03+00:00,2024-12-05,12,36,3
1CvJIZ2EnobOa9xs77UXLl,Aerials - Marco Leckbert Remix,Lorenzo Raganzini,Aerials,0.3221333333333333,2024-12-05 12:36:23+00:00,2024-12-05,12,36,23
7csA5xVg3ghbQ34U3TTYXf,Aerials - HOEHENANGST Remix,Lorenzo Raganzini,Aerials,0.45618333333333333,2024-12-05 12:36:50+00:00,2024-12-05,12,36,50
2QBxh8BJqhv1WoVcSxOECY,Aerials - Veseli Remix,Lorenzo Raganzini,Aerials,0.1678,2024-12-05 12:37:01+00:00,2024-12-05,12,37,1
5L6FQfoQ1PTNEEwqsR0X9o,Aerials - HOEHENANGST Remix,Lorenzo Raganzini,Aerials,0.10988333333333333,2024-12-05 12:37:07+00:00,2024-12-05,12,37,7
3bF31PRlV9qC5mNRrfv12T,Aerials - Veseli Remix,Lorenzo Raganzini,Aerials,0.23325,2024-12-05 12:37:21+00:00,2024-12-05,12,37,21
5L6FQfoQ1PTNEEwqsR0X9o,Aerials - HOEHENANGST Remix,Lorenzo Raganzini,Aerials,0.23608333333333334,2024-12-05 12:37:35+00:00,2024-12-05,12,37,35
3rGeenifwiEip5b3fFEqP8,Aerials,Paolo Ferrara,Aerials,0.7655166666666666,2024-12-05 12:38:22+00:00,2024-12-05,12,38,22
4oodd2Z1U6Xg5tWMiUb3DN,Unendlichkeit (Remix),MilleniumKid,Unendlichkeit (Remix),0.5543,2024-12-05 12:38:55+00:00,2024-12-05,12,38,55
559mLg44MrcA7JzYGbpXfL,Vielleicht Vielleicht,MilleniumKid,Vielleicht Vielleicht,0.3285166666666667,2024-12-05 12:39:15+00:00,2024-12-05,12,39,15
0HdzmyJGkkDSded5FMX5xp,Unendlichkeit,MilleniumKid,Vielleicht Vielleicht,0.9553666666666667,2024-12-05 12:40:12+00:00,2024-12-05,12,40,12
0yiKILvuKJj1AKq1XSkcqu,Vielleicht vielleicht,MilleniumKid,Angesagte Top Hits - 2024,0.03376666666666667,2024-12-05 12:40:15+00:00,2024-12-05,12,40,15
1ou4kiouoeNJ7mXi4mZGPa,One With The Wolves - Techno Version,96ONE,One With The Wolves,0.18808333333333332,2024-12-05 12:40:26+00:00,2024-12-05,12,40,26
2O02kUYvwK4HLZYNpbGX47,I Adore You - Techno Version,Hyper Kenzo,I Adore You,0.09456666666666666,2024-12-05 12:40:32+00:00,2024-12-05,12,40,32
6NpfGxCtuucK71Fvv10qYu,TOO SWEET - TECHNO,HYPER BUNKER,TOO SWEET,0.024883333333333334,2024-12-05 12:40:33+00:00,2024-12-05,12,40,33
451LJ9nHvu2lfBtGDHUSGW,OUT OF THE DARK - TECHNO,Phantom X,OUT OF THE DARK,0.04691666666666667,2024-12-05 12:40:36+00:00,2024-12-05,12,40,36
0bb1R14dsWjFO01iJ6GqF3,SHE DOESN'T MIND - TECHNO,PSYKADELIK,SHE DOESN'T MIND,0.2535,2024-12-05 12:40:51+00:00,2024-12-05,12,40,51
3U9Qxku2QC1fySOPIMMQtM,Pink Pony Club - Techno,HYPER BUNKER,Pink Pony Club,0.8878166666666667,2024-12-05 12:41:45+00:00,2024-12-05,12,41,45
50gKZmNga5XrHfU4RGvcGh,Vielleicht (Frenchcore Mix),MasterCore,Vielleicht (Frenchcore Mix),0.05155,2024-12-05 12:41:48+00:00,2024-12-05,12,41,48
1jvAJlPA2OYsjWFBee4o9p,Vielleicht vielleicht,MilleniumKid,TIKTOK - Techno - EDM -2024,0.08,2024-12-05 12:41:53+00:00,2024-12-05,12,41,53
3tHNOmlZLRRjeuOX0qhXo3,Vielleicht Vielleicht,MilleniumKid,Wie weit,0.48141666666666666,2024-12-05 12:42:22+00:00,2024-12-05,12,42,22
22DBtMtVUG488U6ieX0jVv,Vielleicht Vielleicht - remix,westentrance,Vielleicht Vielleicht,0.22043333333333334,2024-12-05 12:42:36+00:00,2024-12-05,12,42,36
50gKZmNga5XrHfU4RGvcGh,Vielleicht (Frenchcore Mix),MasterCore,Vielleicht (Frenchcore Mix),1.0325166666666667,2024-12-05 12:44:19+00:00,2024-12-05,12,44,19
3U9Qxku2QC1fySOPIMMQtM,Pink Pony Club - Techno,HYPER BUNKER,Pink Pony Club,0.10701666666666666,2024-12-05 12:44:26+00:00,2024-12-05,12,44,26
1Cfjwn3IPvac7q4FFVs84s,IF U SEEK AMY - HYPERTECHNO,HYPERAVE,IF U SEEK AMY,1.2331666666666667,2024-12-05 12:45:39+00:00,2024-12-05,12,45,39
5MYDFn6T43ur1vrQ4OyG8s,i like the way you kiss me,MAXADE EMMI,i like the way you kiss me,0.3695333333333333,2024-12-05 12:46:03+00:00,2024-12-05,12,46,3
73eL5Jgi3fuEOgrnkVGOwG,cristal,Belén Aguilera,SUPERPOP,2.1290666666666667,2024-12-05 12:48:11+00:00,2024-12-05,12,48,11
0hwBbb16BMQe5GiYVrlfdV,ILUSIÓN ÓPTICA,Belén Aguilera,ILUSIÓN ÓPTICA,3.2727833333333334,2024-12-05 12:51:26+00:00,2024-12-05,12,51,26
2Z3HdLoofV3l9qVHddAepv,FUCK OFF,Belén Aguilera,SUPERPOP,0.1059,2024-12-05 12:51:34+00:00,2024-12-05,12,51,34
7J0FkNCpP4fZsRaamSrlzd,Justify,The Red Jumpsuit Apparatus,Don't You Fake It,0.02915,2024-12-05 12:51:36+00:00,2024-12-05,12,51,36
7J0FkNCpP4fZsRaamSrlzd,Justify,The Red Jumpsuit Apparatus,Don't You Fake It,0.15146666666666667,2024-12-05 12:51:45+00:00,2024-12-05,12,51,45
2ZICF8SFI5tHttaLJKMY1X,False Pretense,The Red Jumpsuit Apparatus,Don't You Fake It,1.8286166666666666,2024-12-05 12:53:35+00:00,2024-12-05,12,53,35
3U9Qxku2QC1fySOPIMMQtM,Pink Pony Club - Techno,HYPER BUNKER,Pink Pony Club,0.04301666666666667,2024-12-05 12:53:38+00:00,2024-12-05,12,53,38
1Cfjwn3IPvac7q4FFVs84s,IF U SEEK AMY - HYPERTECHNO,HYPERAVE,IF U SEEK AMY,0.07893333333333333,2024-12-05 12:53:42+00:00,2024-12-05,12,53,42
3iF3YQLGz72VWNWOa84z1H,MR HYDE,Belén Aguilera,MR HYDE,0.0263,2024-12-05 12:53:44+00:00,2024-12-05,12,53,44
5i1FOXsvB6ITPZZm4dyLgq,LOLITA,Belén Aguilera,LOLITA,0.0224,2024-12-05 12:53:45+00:00,2024-12-05,12,53,45
0hwBbb16BMQe5GiYVrlfdV,ILUSIÓN ÓPTICA,Belén Aguilera,ILUSIÓN ÓPTICA,0.0199,2024-12-05 12:53:47+00:00,2024-12-05,12,53,47
0A4LyiN7udilioFDnDfmIZ,DIE WITH A SMILE - TECHNO,FUTURAMI,DIE WITH A SMILE,0.02915,2024-12-05 12:53:49+00:00,2024-12-05,12,53,49
0xV1qARIAg9dQ90o1vuqE0,I LIKE - HYPERTECHNO (SPED UP),HYPERAVE,I LIKE - HYPERTECHNO (SPED UP),0.5055833333333334,2024-12-05 12:55:04+00:00,2024-12-05,12,55,4
0Cy7wt6IlRfBPHXXjmZbcP,Love Me Like You Do,Ellie Goulding,Fifty Shades Freed,0.17741666666666667,2024-12-05 12:55:15+00:00,2024-12-05,12,55,15
7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),Calvin Harris,Motion,0.059366666666666665,2024-12-05 12:55:19+00:00,2024-12-05,12,55,19
15og0pCEcTFWEXOFKdcJlU,Hate Me,Ellie Goulding,Brightest Blue,0.046566666666666666,2024-12-05 12:55:22+00:00,2024-12-05,12,55,22
3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Delirium,0.10595,2024-12-05 12:55:28+00:00,2024-12-05,12,55,28
0Cy7wt6IlRfBPHXXjmZbcP,Love Me Like You Do,Ellie Goulding,Fifty Shades Freed,0.02915,2024-12-05 12:55:30+00:00,2024-12-05,12,55,30
5lF0pHbsJ0QqyIrLweHJPW,Burn,Ellie Goulding,Halcyon Nights,0.07501666666666666,2024-12-05 12:56:38+00:00,2024-12-05,12,56,38
5aTsxlQlq0vIedDWZoqMWN,Lights - Single Version,Ellie Goulding,Bright Lights,0.03306666666666667,2024-12-05 12:56:40+00:00,2024-12-05,12,56,40
0LRCcpSgeozipxPpRg5wzx,Lights,Ellie Goulding,International Women's Day,0.6592,2024-12-05 12:57:20+00:00,2024-12-05,12,57,20
7mfvOqsvzZaUl7sfbcNk4E,Ameno,ERA,Era I,0.15181666666666666,2024-12-05 12:58:48+00:00,2024-12-05,12,58,48
4gTFHQpidAuSjo5voOV5cG,Ameno (Techno Mix),Gabry Ponte,Ameno (Techno Mix),0.04443333333333333,2024-12-05 12:58:51+00:00,2024-12-05,12,58,51
4iwiYqzoLImJraKQ9Pf2I2,Ameno Amapiano Remix (You Wanna Bamba),Goya Menor,Ameno Amapiano Remix (You Wanna Bamba),0.024166666666666666,2024-12-05 12:58:53+00:00,2024-12-05,12,58,53
5PgFDViEidcISOm5GGAIBG,Ameno Amapiano (You Wanna Bamba) - David Guetta Remix,Goya Menor,Ameno Amapiano (You Wanna Bamba),0.1095,2024-12-05 12:58:59+00:00,2024-12-05,12,58,59
5AU5qGLvyPlUKtgXhgvznx,Ameno,Enmity,Ameno,0.2311,2024-12-05 12:59:41+00:00,2024-12-05,12,59,41
1pTw2cNrp9L3esxLAvWnN2,Separate Ways (Worlds Apart) [2023 Remaster],Journey,Frontiers,0.25243333333333334,2024-12-05 13:01:28+00:00,2024-12-05,13,1,28
23OXdR7YuUBVWh5hSnYJau,Chlorine,Twenty One Pilots,Trench,0.08035,2024-12-05 13:01:33+00:00,2024-12-05,13,1,33
23OXdR7YuUBVWh5hSnYJau,Chlorine,Twenty One Pilots,Trench,0.20123333333333332,2024-12-05 13:01:45+00:00,2024-12-05,13,1,45
75xgoXAGed7jiNDdV8TNOe,Big Girls Cry,Sia,1000 Forms Of Fear,0.21795,2024-12-05 13:01:58+00:00,2024-12-05,13,1,58
5gfs0R4YDeMpb9bgpz2pkw,Me Voy De Fiesta - Kolbaser Project Remix,Tss Proyect,The Album,0.018483333333333334,2024-12-05 13:02:00+00:00,2024-12-05,13,2,0
3j5CIzfWWfOnImRhNXgLW7,Mentiras - Klubb Mix Extended,Tss Proyect,The Album,0.017766666666666667,2024-12-05 13:02:01+00:00,2024-12-05,13,2,1
2xecvhdIYtswKmv5jBgFg2,Mentiras - Dance Mix,Tss Proyect,The Album,0.01955,2024-12-05 13:02:02+00:00,2024-12-05,13,2,2
3m7wTVeOvjP0JhNxnh7X7p,Asi - Juan Martinez Remix,Tss Proyect,The Album,0.21048333333333333,2024-12-05 13:02:15+00:00,2024-12-05,13,2,15
3j5CIzfWWfOnImRhNXgLW7,Mentiras - Klubb Mix Extended,Tss Proyect,The Album,0.6300333333333333,2024-12-05 13:02:52+00:00,2024-12-05,13,2,52
2xecvhdIYtswKmv5jBgFg2,Mentiras - Dance Mix,Tss Proyect,The Album,0.0519,2024-12-05 13:02:56+00:00,2024-12-05,13,2,56
5gfs0R4YDeMpb9bgpz2pkw,Me Voy De Fiesta - Kolbaser Project Remix,Tss Proyect,The Album,0.10133333333333333,2024-12-05 13:03:02+00:00,2024-12-05,13,3,2
3m7wTVeOvjP0JhNxnh7X7p,Asi - Juan Martinez Remix,Tss Proyect,The Album,0.36585,2024-12-05 13:03:24+00:00,2024-12-05,13,3,24
6e19Uxcna7oPqqo0FYYxHY,Space Jungle - Showtek Edit,Eva Shaw,Space Jungle,0.11555,2024-12-05 13:03:31+00:00,2024-12-05,13,3,31
62yJjFtgkhUrXktIoSjgP2,Radioactive,Imagine Dragons,Night Visions,0.1152,2024-12-05 13:03:38+00:00,2024-12-05,13,3,38
5pSSCTDlxS86dH1skgsmNg,Bones,MS MR,Secondhand Rapture,0.8647,2024-12-05 13:04:30+00:00,2024-12-05,13,4,30
29EJzcX46MvRdaDsD3hucz,Fight Inside,Red,Innocence & Instinct,0.14008333333333334,2024-12-05 13:04:38+00:00,2024-12-05,13,4,38
4JXfNOePhdgMOI7KZ1L25U,Breath,Breaking Benjamin,Phobia,0.19981666666666667,2024-12-05 13:04:50+00:00,2024-12-05,13,4,50
6GyFP1nfCDB8lbD2bG0Hq9,Midnight City,M83,"Hurry up, We're Dreaming",0.03411666666666666,2024-12-05 13:04:52+00:00,2024-12-05,13,4,52
2VGQ342iuqj6aSaYbyBQVJ,Prayer Of The Refugee,Rise Against,The Sufferer & The Witness,0.09171666666666667,2024-12-05 13:04:58+00:00,2024-12-05,13,4,58
3285RNj9TGVvWlP8tYojDH,Here With Me,The Killers,Battle Born,0.12941666666666668,2024-12-05 13:05:06+00:00,2024-12-05,13,5,6
1WFPEpZAqj42ug6Fw9wm2z,LAST SUMMER,lostprophets,START SOMETHING,0.21296666666666667,2024-12-05 13:05:18+00:00,2024-12-05,13,5,18
7brQHA2CgQpcMBiOlfiXYb,Afraid,The Neighbourhood,I Love You.,0.1959,2024-12-05 13:05:30+00:00,2024-12-05,13,5,30
5avjeyIBAnaLvJFNqXPUdE,Honesty,Editors,The Weight of Your Love,0.1376,2024-12-05 13:05:39+00:00,2024-12-05,13,5,39
0mBkoM8r7KAQzZij5swTUL,Walking On A Dream,Empire Of The Sun,Walking On A Dream,0.07181666666666667,2024-12-05 13:05:43+00:00,2024-12-05,13,5,43
19K3lUMJmOdeuOBTrbLm19,Weekend Wars,MGMT,Oracular Spectacular,0.14576666666666666,2024-12-05 13:05:52+00:00,2024-12-05,13,5,52
5nv854ey1k43KaZ0kHmE4Z,The Youth,MGMT,Oracular Spectacular,0.05723333333333333,2024-12-05 13:05:55+00:00,2024-12-05,13,5,55
6didUbD05cWAu01ZTr3L9u,MISS YOU (TECHNO),BASSTON,MISS YOU (TECHNO),0.5105666666666666,2024-12-05 13:06:26+00:00,2024-12-05,13,6,26
3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,A Head Full of Dreams,0.9144833333333333,2024-12-05 13:07:21+00:00,2024-12-05,13,7,21
4sM7v7wyRAuV6ZTO2dvnCA,Roulette,System Of A Down,Steal This Album!,0.9408,2024-12-05 13:08:17+00:00,2024-12-05,13,8,17
0EE8sKPzRr3pdvuqjFcwkE,Wonders,The Sound of Arrows,Voyage,0.29368333333333335,2024-12-05 13:08:35+00:00,2024-12-05,13,8,35
0HIruANJzlQkYwlpvh8cn6,Warp 1.9 (feat. Steve Aoki),The Bloody Beetroots,ROMBORAMA,0.1863,2024-12-05 13:08:46+00:00,2024-12-05,13,8,46
5dpZZ8w3zdemdEXZnPsAq4,All Sparks,Editors,The Back Room,0.05795,2024-12-05 13:08:50+00:00,2024-12-05,13,8,50
2az3iTNyJ1M1JJnsU2Gq6H,Sugar,Editors,The Weight of Your Love,0.42346666666666666,2024-12-05 13:09:15+00:00,2024-12-05,13,9,15
5GVJMiKlCEQUPDzaZaYHfO,Skulls,Bastille,All This Bad Blood,0.13013333333333332,2024-12-05 13:09:23+00:00,2024-12-05,13,9,23
